DOI,Country,Facility,Journal,Impact Factor,Published Date,Cited Times,Number of days until 01/20/2023,Average cited times per day,Metal_Dopant_1,Metal_Dopant_2,Metal_Dopant_3,Metal_Dopant_4,Sample Name,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Temerature Rising Rate (Celcius Degree min-1),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),LSV Scanning Speed (mV s-1),Electrolyte Proton Concentration (M),Electrolyte O2 Saturated (0/1),Overpotential (mV @10 mA cm-2)
10.1021/acs.chemmater.9b02011,USA,Georgia Inst Technol,CHEMISTRY OF MATERIALS,10.508,8/27/2019,39,1242,0.031400966,Pd,Ir,None,None,Pd@Ir1L,94.62236307,5.377636925,0,0,190,60,1,0,1,0,25,0,0,0,0,0,0,0.109677419,0.164516129,0,0,10,0.1,0,300
10.1021/acs.chemmater.9b02011,USA,Georgia Inst Technol,CHEMISTRY OF MATERIALS,10.508,8/27/2019,39,1242,0.031400966,Pd,Ir,None,None,Pd@Ir2L,89.34911463,10.65088537,0,0,190,60,1,0,1,0,25,0,0,0,0,0,0,0.057627119,0.086440678,0,0,10,0.1,0,286
10.1021/acs.chemmater.9b02011,USA,Georgia Inst Technol,CHEMISTRY OF MATERIALS,10.508,8/27/2019,39,1242,0.031400966,Pd,Ir,None,None,Pd@Ir3L,83.91236212,16.08763788,0,0,190,60,1,0,1,0,25,0,0,0,0,0,0,0.039688716,0.059533074,0,0,10,0.1,0,263
10.1021/acs.chemmater.9b02011,USA,Georgia Inst Technol,CHEMISTRY OF MATERIALS,10.508,8/27/2019,39,1242,0.031400966,Pd,Ir,None,None,Pd@Ir4L,78.55465301,21.44534699,0,0,190,60,1,0,1,0,25,0,0,0,0,0,0,0.030909091,0.046363636,0,0,10,0.1,0,289
10.1021/acs.chemmater.9b02011,USA,Georgia Inst Technol,CHEMISTRY OF MATERIALS,10.508,8/27/2019,39,1242,0.031400966,Pd,Ir,None,None,Pd@Ir3L,83.91236212,16.08763788,0,0,190,60,1,0,1,0,25,0,0,0,0,0,0,0.079377432,0.119066148,0,0,10,0.1,0,245
10.1039/C9NR00279K,Peoples R China,Chinese Acad Sci,NANOSCALE,8.307,6/14/2019,17,1316,0.012917933,Ir,Pt,None,None,Pt4@Ir96,95.23809524,4.761904762,0,0,100,720,1,0,0,0,25,0,0,0,0,0,0,0.0972,0,0,0,10,0.1,0,277
10.1039/C9NR00279K,Peoples R China,Chinese Acad Sci,NANOSCALE,8.307,6/14/2019,17,1316,0.012917933,Ir,Pt,None,None,Pt16@Ir84,83.33333333,16.66666667,0,0,100,720,1,0,0,0,25,0,0,0,0,0,0,0.097,0,0,0,10,0.1,0,294
10.1088/2053-1591/ab4f1c,Peoples R China,Northeastern Univ,MATERIALS RESEARCH EXPRESS,2.025,11/25/2019,3,1152,0.002604167,Sr,Ir,None,None,SrIrO3-BM,50,50,0,0,25,300,1,0,0,1,900,,1080,0,0,0,0,0.038216561,0.00477707,0,0,1,2,,354
10.1088/2053-1591/ab4f1c,Peoples R China,Northeastern Univ,MATERIALS RESEARCH EXPRESS,2.025,11/25/2019,3,1152,0.002604167,Sr,Ir,None,None,SrIrO3-NBM,50,50,0,0,25,360,1,0,0,1,900,,1080,0,0,0,0,0.038216561,0.00477707,0,0,1,2,,282
10.1002/adfm.201700886,Peoples R China,Soochow Univ,ADVANCED FUNCTIONAL MATERIALS,19.924,7/19/2017,242,2011,0.12033814,Ir,None,None,None,Ir NCs,100,0,0,0,160,300,1,0,1,0,25,0,0,0,0,0,0,0.0125,0.0384554,0,0,5,0.1,0,298
10.1002/adfm.201700886,Peoples R China,Soochow Univ,ADVANCED FUNCTIONAL MATERIALS,19.924,7/19/2017,242,2011,0.12033814,Ir,Fe,None,None,IrFe NCs,50,50,0,0,200,300,1,0,1,0,25,0,0,0,0,1,0,0.0125,0.0384554,0,0,5,0.1,0,305
10.1002/adfm.201700886,Peoples R China,Soochow Univ,ADVANCED FUNCTIONAL MATERIALS,19.924,7/19/2017,242,2011,0.12033814,Ir,Co,None,None,IrCo NCs,50,50,0,0,200,300,1,0,1,0,25,0,0,0,0,1,0,0.0125,0.0384554,0,0,5,0.1,0,308
10.1002/adfm.201700886,Peoples R China,Soochow Univ,ADVANCED FUNCTIONAL MATERIALS,19.924,7/19/2017,242,2011,0.12033814,Ir,Ni,None,None,Ir2Ni NCs,66.66666667,33.33333333,0,0,180,300,1,0,1,0,25,0,0,0,0,1,0,0.0125,0.0384554,0,0,5,0.1,0,282
10.1002/adfm.201700886,Peoples R China,Soochow Univ,ADVANCED FUNCTIONAL MATERIALS,19.924,7/19/2017,242,2011,0.12033814,Ir,Ni,None,None,IrNi NCs,50,50,0,0,180,300,1,0,1,0,25,0,0,0,0,1,0,0.0125,0.0384554,0,0,5,0.1,0,280
10.1002/adfm.201700886,Peoples R China,Soochow Univ,ADVANCED FUNCTIONAL MATERIALS,19.924,7/19/2017,242,2011,0.12033814,Ni,Ir,None,None,Ir2Ni3 NCs,60,40,0,0,180,300,1,0,1,0,25,0,0,0,0,1,0,0.0125,0.0384554,0,0,5,0.1,0,301
10.1002/aenm.202003561,Peoples R China,Qingdao Univ Sci & Technol,ADVANCED ENERGY MATERIALS,29.698,1/12/2021,17,738,0.02303523,La,Ir,None,None,La3IrO7,66.66584982,33.33415018,0,0,25,,1,0,0,1,1000,5,240,0,0,0,0,0.47157,0,0,0,5,0.1,,318
10.1002/aenm.202003561,Peoples R China,Qingdao Univ Sci & Technol,ADVANCED ENERGY MATERIALS,29.698,1/12/2021,17,738,0.02303523,La,Ir,None,None,La3IrO7,66.66584982,33.33415018,0,0,25,,1,0,0,1,1200,5,240,0,0,0,0,0.47157,0,0,0,5,0.1,,295
10.1002/aenm.202003561,Peoples R China,Qingdao Univ Sci & Technol,ADVANCED ENERGY MATERIALS,29.698,1/12/2021,17,738,0.02303523,La,Ir,None,None,La3IrO7,66.66584982,33.33415018,0,0,25,,1,0,0,1,1400,5,240,0,0,0,0,0.47157,0,0,0,5,0.1,,324
10.1038/s41467-022-30064-6,Peoples R China,Nankai Univ,NATURE COMMUNICATIONS,17.694,5/12/2022,4,253,0.015810277,Mn,Br,None,None,Mn7.5O10Br3,70.96284297,29.03715703,0,0,25,,1,0,0,0,250,,300,0,0,0,0,7.184,0,0,1,1,1,,295
10.1038/s41467-022-30064-6,Peoples R China,Nankai Univ,NATURE COMMUNICATIONS,17.694,5/12/2022,4,253,0.015810277,Mn,Cl,None,None,Mn8O10Cl3,72.54086181,27.45913819,0,0,25,,1,0,0,0,250,,300,0,0,0,0,7.032,0,0,1,1,1,,368
10.1038/s41467-022-30064-6,Peoples R China,Nankai Univ,NATURE COMMUNICATIONS,17.694,5/12/2022,4,253,0.015810277,Mn,None,None,None,污-MnO2,100,0,0,0,25,,1,0,0,0,250,,300,0,0,0,0,6.112,0,0,1,1,1,,413
10.1039/C8TA01288A,USA,Washington State Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,12/28/2018,42,1484,0.028301887,Ir,Te,None,None,IrTe NTs,71.34375262,28.65624738,0,0,190,60,1,0,1,0,25,0,0,0,0,0,0,0.0255,0.102,0,0,10,0.1,0,290
10.1039/C8NH00520F,South Korea,Korea Univ,NANOSCALE HORIZONS,11.684,7/1/2019,34,1299,0.02617398,Ir,Ni,Cu,Au,ACIN-CS,28.57142857,28.57142857,28.57142857,14.28571429,260,40,1,0,1,0,25,0,0,0,0,0,0,0.019267823,0.077071291,0,0,5,0.1,0,318
10.1039/C8NH00520F,South Korea,Korea Univ,NANOSCALE HORIZONS,11.684,7/1/2019,34,1299,0.02617398,Ni,Ir,Cu,Au,ACIN-HF,57.14285714,28.57142857,7.142857143,7.142857143,260,40,1,0,1,0,25,0,0,0,0,0,0,0.019379845,0.07751938,0,0,5,0.1,0,308
10.1039/C8NH00520F,South Korea,Korea Univ,NANOSCALE HORIZONS,11.684,7/1/2019,34,1299,0.02617398,Ni,Ir,Cu,None,CIN-SF,50,25,25,0,260,40,1,0,1,0,25,0,0,0,0,0,0,0.011402509,0.045610034,0,0,5,0.1,0,307
10.1002/aenm.201802136,France,Sorbonne Univ,ADVANCED ENERGY MATERIALS,29.698,2/5/2019,59,1445,0.04083045,Ir,None,None,None,IrO2-400,100,0,0,0,25,30,1,0,0,0,400,2,15,0,0,0,0,0.089681528,0.179363056,0,0,6,0.1,0,248
10.1002/aenm.201802136,France,Sorbonne Univ,ADVANCED ENERGY MATERIALS,29.698,2/5/2019,59,1445,0.04083045,Ir,None,None,None,IrO2-450,100,0,0,0,25,30,1,0,0,0,450,2,15,0,0,0,0,0.089681528,0.179363056,0,0,6,0.1,0,247
10.1002/aenm.201802136,France,Sorbonne Univ,ADVANCED ENERGY MATERIALS,29.698,2/5/2019,59,1445,0.04083045,Ir,None,None,None,IrO2-500,100,0,0,0,25,30,1,0,0,0,500,2,15,0,0,0,0,0.089681528,0.179363056,0,0,6,0.1,0,299
10.1002/aenm.201802136,France,Sorbonne Univ,ADVANCED ENERGY MATERIALS,29.698,2/5/2019,59,1445,0.04083045,Ir,None,None,None,IrO2-550,100,0,0,0,25,30,1,0,0,0,550,2,15,0,0,0,0,0.089681528,0.179363056,0,0,6,0.1,0,304
10.1002/aenm.201802136,France,Sorbonne Univ,ADVANCED ENERGY MATERIALS,29.698,2/5/2019,59,1445,0.04083045,Ir,Ru,None,None,Ir0.7Ru0.3O2-450,70,30,0,0,25,30,1,0,0,0,450,2,15,0,0,0,0,0.089681528,0.179363056,0,0,6,0.1,0,193
10.1016/j.electacta.2021.138391,Peoples R China,Chinese Acad Sci,ELECTROCHIMICA ACTA,7.336,6/27/2021,4,572,0.006993007,Ti,W,Ir,None,IrO2/W-TiO2-30%,60.4901321,25.92434233,13.58552558,0,180,120,0,0,0,0,25,0,0,0,0,0,0,0.026751592,0.011464968,1,0,10,1,1,360
10.1016/j.electacta.2021.138391,Peoples R China,Chinese Acad Sci,ELECTROCHIMICA ACTA,7.336,6/27/2021,4,572,0.006993007,Ti,W,Ir,None,IrO2/W-TiO2-20%,55.13943102,23.63118472,21.22938425,0,180,120,0,0,0,0,25,0,0,0,0,0,0,0.030573248,0.007643312,1,0,10,1,1,384
10.1016/j.nanoen.2016.04.035,Saudi Arabia,KAUST,NANO ENERGY,19.069,7/6/2016,134,2389,0.056090414,Co,None,None,None,Co3O4/CP,100,0,0,0,25,240,0,0,0,0,350,2.9166666,240,0,0,0,0,5.04,0,0,1,5,1,,385
10.1016/j.nanoen.2016.04.035,Saudi Arabia,KAUST,NANO ENERGY,19.069,7/6/2016,134,2389,0.056090414,Co,None,None,None,Co3O4/CP(air 5h),100,0,0,0,25,240,0,0,0,0,350,2.9166666,300,0,0,0,0,5.04,0,0,1,5,1,,368
10.1016/j.nanoen.2016.04.035,Saudi Arabia,KAUST,NANO ENERGY,19.069,7/6/2016,134,2389,0.056090414,Co,None,None,None,Co3O4(vaccum 1h),100,0,0,0,25,240,0,0,0,0,350,2.9166666,60,0,1,0,0,5.04,0,0,1,5,1,,372
10.1016/j.apcatb.2018.11.071,Peoples R China,Harbin Inst Technol,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2/19/2019,74,1431,0.051712089,Ru,Y,Zn,None,YZRO,63.22874558,34.02104156,2.750212861,0,85,480,1,0,0,0,1050,5,720,0,0,0,0,0.2038216,0.04076432,0,0,10,1,,290
10.1016/j.apcatb.2018.11.071,Peoples R China,Harbin Inst Technol,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2/19/2019,74,1431,0.051712089,Ru,Y,None,None,YRO,65.01684727,34.98315273,0,0,85,480,1,0,0,0,1050,5,720,0,0,0,0,0.2038216,0.04076432,0,0,10,1,,370
10.1080/00986445.2018.1423970,Peoples R China,East China Univ Sci & Technol,CHEMICAL ENGINEERING COMMUNICATIONS,2.586,7/3/2018,14,1662,0.008423586,Ir,None,None,None,Ir-IrO2-0AF,100,0,0,0,250,720,0,0,0,0,500,,300,0,0,0,0,0.2,0,0,1,10,0.1,,364
10.1080/00986445.2018.1423970,Peoples R China,East China Univ Sci & Technol,CHEMICAL ENGINEERING COMMUNICATIONS,2.586,7/3/2018,14,1662,0.008423586,Ir,F,None,None,Ir-IrO2-0.5AF,66.66666667,33.33333333,0,0,250,720,0,0,0,0,500,,300,0,0,0,0,0.2,0,0,1,10,0.1,,331
10.1080/00986445.2018.1423970,Peoples R China,East China Univ Sci & Technol,CHEMICAL ENGINEERING COMMUNICATIONS,2.586,7/3/2018,14,1662,0.008423586,Ir,F,None,None,Ir-IrO2-1AF,50,50,0,0,250,720,0,0,0,0,500,,300,0,0,0,0,0.2,0,0,1,10,0.1,,349
10.1016/j.nanoen.2017.02.045,Germany,German Aerosp Ctr DLR,NANO ENERGY,19.069,5/17/2017,81,2074,0.039054966,Ir,Ru,None,None,Ir0.7Ru0.3-TT,70,30,0,0,25,330,1,1,0,0,490,5,30,0,0,0,0,0.06,0,0,0,5,0.1,0,362
10.1039/C2CP44496H,Peoples R China,Chinese Acad Sci,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,3.945,3/5/2013,68,3608,0.018847007,Ir,None,None,None,IrO2,100,0,0,0,60,1080,1,1,0,0,400,,120,0,0,0,0,0.994718395,0,0,0,2,1,0,269
10.1039/C2CP44496H,Peoples R China,Chinese Acad Sci,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,3.945,3/5/2013,68,3608,0.018847007,Ir,Sn,None,None,Ir0.67Sn0.33O2,80,20,0,0,60,1080,1,1,0,0,400,,120,0,0,0,0,0.994718395,0,0,0,2,1,0,283
10.1039/C2CP44496H,Peoples R China,Chinese Acad Sci,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,3.945,3/5/2013,68,3608,0.018847007,Ir,Sn,None,None,Ir0.52Sn0.48O2,60,40,0,0,60,1080,1,1,0,0,400,,120,0,0,0,0,0.994718395,0,0,0,2,1,0,276
10.1021/acs.chemmater.8b03620,Peoples R China,Soochow Univ,CHEMISTRY OF MATERIALS,10.508,1/4/2019,58,1477,0.039268788,Ir,Cu,None,None,S-IrCu0.9,52.63157895,47.36842105,0,0,200,300,0,0,1,0,25,0,0,0,0,0,0,0.078,0.312,0,0,5,0.1,0,346
10.1021/acs.chemmater.8b03620,Peoples R China,Soochow Univ,CHEMISTRY OF MATERIALS,10.508,1/4/2019,58,1477,0.039268788,Cu,Ir,None,None,S-IrCu1.4,58.33333333,41.66666667,0,0,200,300,0,0,1,0,25,0,0,0,0,0,0,0.088,0.352,0,0,5,0.1,0,350
10.1021/acs.chemmater.8b03620,Peoples R China,Soochow Univ,CHEMISTRY OF MATERIALS,10.508,1/4/2019,58,1477,0.039268788,Cu,Ir,None,None,S-IrCu2.3,69.6969697,30.3030303,0,0,200,300,0,0,1,0,25,0,0,0,0,0,0,0.106,0.424,0,0,5,0.1,0,358
10.1021/acs.chemmater.8b03620,Peoples R China,Soochow Univ,CHEMISTRY OF MATERIALS,10.508,1/4/2019,58,1477,0.039268788,Ir,Cu,None,None,P-IrCu0.9,52.63157895,47.36842105,0,0,200,300,0,0,1,0,25,0,0,0,0,0,1,0.078,0.312,0,0,5,0.1,0,323
10.1021/acs.chemmater.8b03620,Peoples R China,Soochow Univ,CHEMISTRY OF MATERIALS,10.508,1/4/2019,58,1477,0.039268788,Cu,Ir,None,None,P-IrCu1.4,58.33333333,41.66666667,0,0,200,300,0,0,1,0,25,0,0,0,0,0,1,0.088,0.352,0,0,5,0.1,0,312
10.1021/acs.chemmater.8b03620,Peoples R China,Soochow Univ,CHEMISTRY OF MATERIALS,10.508,1/4/2019,58,1477,0.039268788,Cu,Ir,None,None,P-IrCu2.3,69.6969697,30.3030303,0,0,200,300,0,0,1,0,25,0,0,0,0,0,1,0.106,0.424,0,0,5,0.1,0,311
10.1007/s10853-019-04201-4,Peoples R China,Hubei Univ,JOURNAL OF MATERIALS SCIENCE,4.682,2/4/2020,25,1081,0.023126735,Ti,Ir,None,None,TiN/IrO 2 -25,91.55313351,8.446866485,0,0,80,60,1,0,1,0,25,0,0,0,1,0,0,0.063697513,0.191092538,1,0,10,1,1,347
10.1007/s10853-019-04201-4,Peoples R China,Hubei Univ,JOURNAL OF MATERIALS SCIENCE,4.682,2/4/2020,25,1081,0.023126735,Ti,Ir,None,None,TiN/IrO 2 -31,88.94003913,11.05996087,0,0,80,60,1,0,1,0,25,0,0,0,1,0,0,0.078984916,0.175805135,1,0,10,1,1,323
10.1007/s10853-019-04201-4,Peoples R China,Hubei Univ,JOURNAL OF MATERIALS SCIENCE,4.682,2/4/2020,25,1081,0.023126735,Ti,Ir,None,None,TiN/IrO 2 -40,84.42211055,15.57788945,0,0,80,60,1,0,1,0,25,0,0,0,1,0,0,0.10191602,0.15287403,1,0,10,1,1,333
10.1007/s10853-019-04201-4,Peoples R China,Hubei Univ,JOURNAL OF MATERIALS SCIENCE,4.682,2/4/2020,25,1081,0.023126735,Ti,Ir,None,None,TiN/IrO 2 -50,78.32167832,21.67832168,0,0,80,60,1,0,1,0,25,0,0,0,1,0,0,0.129942926,0.124847125,1,0,10,1,1,336
10.1016/j.jcat.2018.06.018,Sweden,Uppsala Univ,JOURNAL OF CATALYSIS,8.047,12/28/2018,32,1484,0.021563342,Fe,None,None,None,c-Fe2O3,100,0,0,0,200,0.036666667,1,0,0,0,400,,30,0,1,0,0,1,0,0,1,10,1,,653
10.1016/j.jcat.2018.06.018,Sweden,Uppsala Univ,JOURNAL OF CATALYSIS,8.047,12/28/2018,32,1484,0.021563342,Fe,None,None,None,h-Fe2O3,100,0,0,0,200,0.036666667,1,0,0,0,400,,30,0,0,0,0,1,0,0,1,10,1,,617
10.1021/acscatal.2c00856,South Korea,Sogang Univ,ACS CATALYSIS,13.7,6/24/2022,1,210,0.004761905,Ir,None,None,None,np-IrO2,100,0,0,0,25,,1,1,0,0,200,,120,0,1,0,0,0.06,0,0,1,,0.1,0,326
10.1021/acscatal.2c00856,South Korea,Sogang Univ,ACS CATALYSIS,13.7,6/24/2022,1,210,0.004761905,Os,Ir,None,None,dtf-IrOs3,75,25,0,0,25,,0,0,0,0,1100,,1,0,0,1,0,0.0503,0,0,1,,0.1,0,302
10.1021/acscatal.2c00856,South Korea,Sogang Univ,ACS CATALYSIS,13.7,6/24/2022,1,210,0.004761905,Co,Ir,None,None,dotf-IrCo1,50,50,0,0,25,,0,0,0,0,1100,,1,0,0,1,0,0.0258,0,0,1,,0.1,0,345
10.1021/acscatal.2c00856,South Korea,Sogang Univ,ACS CATALYSIS,13.7,6/24/2022,1,210,0.004761905,Co,Ir,None,None,dotf-IrCo3,75,25,0,0,25,,0,0,0,0,1100,,1,0,0,1,0,0.0258,0,0,1,,0.1,0,289
10.1021/acscatal.2c00856,South Korea,Sogang Univ,ACS CATALYSIS,13.7,6/24/2022,1,210,0.004761905,Co,Ir,None,None,dotf-IrCo5,83.33333333,16.66666667,0,0,25,,0,0,0,0,1100,,1,0,0,1,0,0.0258,0,0,1,,0.1,0,288
10.1021/acscatal.2c00856,South Korea,Sogang Univ,ACS CATALYSIS,13.7,6/24/2022,1,210,0.004761905,Co,Ir,None,None,dotf-IrCo10,90.90909091,9.090909091,0,0,25,,0,0,0,0,300,,180,0,1,0,0,0.0258,0,0,1,,0.1,0,306
10.1021/acscatal.2c00856,South Korea,Sogang Univ,ACS CATALYSIS,13.7,6/24/2022,1,210,0.004761905,Co,Ir,None,None,donp-IrCo3,75,25,0,0,25,,1,1,0,0,200,,120,0,1,0,0,0.06,0,0,1,,0.1,0,300
10.1002/adfm.202101797,Peoples R China,Beijing Univ Technol,ADVANCED FUNCTIONAL MATERIALS,19.924,5/11/2021,18,619,0.02907916,Co,Ir,None,None,IrCo@NC-600,96.59042066,3.409579345,0,0,25,240,1,0,0,0,600,,120,0,1,0,0,0.226,0,0,0,5,1,0,523
10.1002/adfm.202101797,Peoples R China,Beijing Univ Technol,ADVANCED FUNCTIONAL MATERIALS,19.924,5/11/2021,18,619,0.02907916,Co,Ir,None,None,IrCo@NC-700,96.59042066,3.409579345,0,0,25,240,1,0,0,0,700,,120,0,1,0,0,0.226,0,0,0,5,1,0,383
10.1002/adfm.202101797,Peoples R China,Beijing Univ Technol,ADVANCED FUNCTIONAL MATERIALS,19.924,5/11/2021,18,619,0.02907916,Co,Ir,None,None,IrCo@NC-800,96.59042066,3.409579345,0,0,25,240,1,0,0,0,850,,120,0,1,0,0,0.226,0,0,0,5,1,0,365
10.1021/jacs.7b01376,Peoples R China,Tsinghua Univ,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,4/19/2017,281,2102,0.133682207,P,Rh,None,None,Rh2P,87.01298701,12.98701299,0,0,180,720,0,0,1,0,185,,720,0,0,0,0,0.004256796,0.017027184,0,0,20,1,0,548
10.1021/jacs.7b01376,Peoples R China,Tsinghua Univ,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,4/19/2017,281,2102,0.133682207,Rh,None,None,None,Rh,100,0,0,0,185,90,0,0,1,0,185,,720,0,0,0,0,0.0037,0.0148,0,0,20,1,0,592
10.1021/acsanm.0c02485,Peoples R China,Qingdao Univ,ACS APPLIED NANO MATERIALS,6.14,1/22/2021,11,728,0.01510989,Co,Ir,None,None,Ir1Co1,76.4940239,23.5059761,0,0,35,30,1,1,0,0,25,0,0,0,1,0,0,0.212206591,0,0,0,10,2,1,280
10.1021/acsanm.0c02485,Peoples R China,Qingdao Univ,ACS APPLIED NANO MATERIALS,6.14,1/22/2021,11,728,0.01510989,Co,Ir,None,None,Ir2Co1,61.93548387,38.06451613,0,0,35,30,1,1,0,0,25,0,0,0,1,0,0,0.212206591,0,0,0,10,2,1,294
10.1021/acsanm.0c02485,Peoples R China,Qingdao Univ,ACS APPLIED NANO MATERIALS,6.14,1/22/2021,11,728,0.01510989,Co,Ir,None,None,Ir1Co2,86.68171558,13.31828442,0,0,35,30,1,1,0,0,25,0,0,0,1,0,0,0.212206591,0,0,0,10,2,1,311
10.1002/adfm.201604688,South Korea,Ctr Mol Spect & Dynam,ADVANCED FUNCTIONAL MATERIALS,19.924,2/17/2017,149,2163,0.068885807,Cu,Co,Ir,None,Co-IrCu ONC/C,50,25,25,0,270,30,1,0,1,0,25,0,0,0,1,0,1,0.044195736,0.176782944,0,0,10,0.1,0,293
10.1021/acsami.5b10159,Peoples R China,E China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,1/13/2016,64,2564,0.024960998,K,Ir,None,None,Kx＞0.25IrO2,97.7807677,2.219232304,0,0,150,360,0,0,0,0,600,,360,0,0,0,0,0.2,0,0,1,1,0.1,,355
10.1021/acsami.5b10159,Peoples R China,E China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,1/13/2016,64,2564,0.024960998,K,Ir,None,None,Kx＞0.25IrO2,97.7807677,2.219232304,0,0,150,480,0,0,0,0,600,,360,0,0,0,0,0.2,0,0,1,1,0.1,,350
10.1021/acsami.5b10159,Peoples R China,E China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,1/13/2016,64,2564,0.024960998,K,Ir,None,None,Kx＞0.25IrO2,97.7807677,2.219232304,0,0,200,360,0,0,0,0,600,,360,0,0,0,0,0.2,0,0,1,1,0.1,,374
10.1002/celc.202001513,Peoples R China,Tianjin Univ,CHEMELECTROCHEM,4.782,2/23/2021,7,696,0.010057471,Mn,Ir,None,None,IrO2/帢-MnO2,94.93,5.07,0,0,25,20,1,1,0,0,400,,240,0,0,0,0,0.029826858,0.253058573,1,0,2,0.1,,316
10.1002/celc.202001513,Peoples R China,Tianjin Univ,CHEMELECTROCHEM,4.782,2/23/2021,7,696,0.010057471,Mn,Ir,None,None,IrO2/帤-MnO2,95.01,4.99,0,0,25,20,1,1,0,0,400,,240,0,0,0,0,0.029382951,0.25350248,1,0,2,0.1,,337
10.1002/celc.202001513,Peoples R China,Tianjin Univ,CHEMELECTROCHEM,4.782,2/23/2021,7,696,0.010057471,Mn,Ir,None,None,IrO2/帣-MnO2,95.16,4.84,0,0,25,20,1,1,0,0,400,,240,0,0,0,0,0.028548443,0.254336988,1,0,2,0.1,,353
10.1002/celc.202001513,Peoples R China,Tianjin Univ,CHEMELECTROCHEM,4.782,2/23/2021,7,696,0.010057471,Mn,Ir,None,None,IrO2/帠-MnO2,95.05,4.95,0,0,25,20,1,1,0,0,400,,240,0,0,0,0,0.029160695,0.253724737,1,0,2,0.1,,372
10.1016/j.cej.2021.129567,Peoples R China,Jilin Univ,CHEMICAL ENGINEERING JOURNAL,16.744,7/2/2021,7,567,0.012345679,Ir,None,None,None,1%IrO 2 @BCNT,100,0,0,0,25,60,1,0,0,0,190,,30,0,1,0,0,0.0028,0.2772,0,0,5,1,0,321
10.1016/j.cej.2021.129567,Peoples R China,Jilin Univ,CHEMICAL ENGINEERING JOURNAL,16.744,7/2/2021,7,567,0.012345679,Ir,None,None,None,2%IrO 2 @BCNT,100,0,0,0,25,60,1,0,0,0,190,,30,0,1,0,0,0.0056,0.2744,0,0,5,1,0,302
10.1016/j.cej.2021.129567,Peoples R China,Jilin Univ,CHEMICAL ENGINEERING JOURNAL,16.744,7/2/2021,7,567,0.012345679,Ir,None,None,None,3%IrO 2 @BCNT,100,0,0,0,25,60,1,0,0,0,190,,30,0,1,0,0,0.0084,0.2716,0,0,5,1,0,292
10.1016/j.cej.2021.129567,Peoples R China,Jilin Univ,CHEMICAL ENGINEERING JOURNAL,16.744,7/2/2021,7,567,0.012345679,Ir,None,None,None,4%IrO 2 @BCNT,100,0,0,0,25,60,1,0,0,0,190,,30,0,1,0,0,0.0112,0.2688,0,0,5,1,0,287
10.1016/j.cej.2021.129567,Peoples R China,Jilin Univ,CHEMICAL ENGINEERING JOURNAL,16.744,7/2/2021,7,567,0.012345679,Ir,None,None,None,5%IrO 2 @BCNT,100,0,0,0,25,60,1,0,0,0,190,,30,0,1,0,0,0.014,0.266,0,0,5,1,0,284
10.1021/acssuschemeng.5b00531,Peoples R China,Tongji Univ,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,3/1/2016,43,2516,0.01709062,Ti,Ir,None,None,40I/TN-0,85.71428571,14.28571429,0,0,25,30,1,0,0,0,500,5,60,0,0,0,0,0.229394242,0,1,0,5,0.1,0,335
10.1021/acssuschemeng.5b00531,Peoples R China,Tongji Univ,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,3/1/2016,43,2516,0.01709062,Ti,Ir,Nb,None,40I/TN-5,80.8988764,14.843288,4.2578356,0,25,30,1,0,0,0,500,5,60,0,0,0,0,0.229394242,0,1,0,5,0.1,0,315
10.1021/acssuschemeng.5b00531,Peoples R China,Tongji Univ,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,3/1/2016,43,2516,0.01709062,Ti,Ir,Nb,None,40I/TN-10,76.14571093,15.39365452,8.460634548,0,25,30,1,0,0,0,500,5,60,0,0,0,0,0.229394242,0,1,0,5,0.1,0,316
