DOI,Country,Facility,Journal,Impact Factor,Published Date,Cited Times,Number of days until 01/20/2023,Average cited times per day,Metal_Dopant_1,Metal_Dopant_2,Metal_Dopant_3,Metal_Dopant_4,Sample Name,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Temerature Rising Rate (Celcius Degree min-1),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),Electrolyte Proton Concentration (M),Stability Current Density (mA cm-2),Stability Test Time (h),Log (Decay Rate) (mV/h)
10.1016/j.chempr.2022.02.003,Peoples R China,Xiamen Univ,CHEM,25.832,6/29/2022,6,205,0.029268293,Se,Ru,None,None,C-RuO 2 -RuSe-0.5,66.95350435,33.04649565,0,0,180,720,0,1,0,0,300,,30,0,0,0,0,0.153861386,0.246138614,0,0,1,10,1.53101,2.18684337
10.1016/j.chempr.2022.02.003,Peoples R China,Xiamen Univ,CHEM,25.832,6/29/2022,6,205,0.029268293,Se,Ru,None,None,C-RuO 2 -RuSe-1,66.95350435,33.04649565,0,0,180,720,0,1,0,0,300,,60,0,0,0,0,0.153861386,0.246138614,0,0,1,10,8.34365,1.405858399
10.1016/j.chempr.2022.02.003,Peoples R China,Xiamen Univ,CHEM,25.832,6/29/2022,6,205,0.029268293,Se,Ru,None,None,C-RuO 2 -RuSe-2,66.95350435,33.04649565,0,0,180,720,0,1,0,0,300,,300,0,0,0,0,0.153861386,0.246138614,0,0,1,10,30.59554,0.903632516
10.1016/j.chempr.2022.02.003,Peoples R China,Xiamen Univ,CHEM,25.832,6/29/2022,6,205,0.029268293,Se,Ru,None,None,C-RuO 2 -RuSe-5,66.95350435,33.04649565,0,0,180,720,0,1,0,0,300,,600,0,0,0,0,0.153861386,0.246138614,0,0,1,10,50.11965,0.660865478
10.1016/j.chempr.2022.02.003,Peoples R China,Xiamen Univ,CHEM,25.832,6/29/2022,6,205,0.029268293,Se,Ru,None,None,C-RuO 2 -RuSe-10,66.95350435,33.04649565,0,0,180,720,0,1,0,0,300,,1200,0,0,0,0,0.153861386,0.246138614,0,0,1,10,41.4794,0.788168371
10.1016/j.chempr.2022.02.003,Peoples R China,Xiamen Univ,CHEM,25.832,6/29/2022,6,205,0.029268293,Se,Ru,None,None,C-RuO 2 -RuSe-20,66.95350435,33.04649565,0,0,180,720,0,1,0,0,300,,1800,0,0,0,0,0.153861386,0.246138614,0,0,1,10,36.99901,0.820857989
10.1016/j.chempr.2022.02.003,Peoples R China,Xiamen Univ,CHEM,25.832,6/29/2022,6,205,0.029268293,Se,Ru,None,None,C-RuO 2 -RuSe-10,66.95350435,33.04649565,0,0,180,720,0,1,0,0,300,,1200,0,0,0,0,0.153861386,0.246138614,0,0,1,20,50,0.301029996
10.1016/j.chempr.2022.02.003,Peoples R China,Xiamen Univ,CHEM,25.832,6/29/2022,6,205,0.029268293,Se,Ru,None,None,C-RuO 2 -RuSe-10,66.95350435,33.04649565,0,0,180,720,0,1,0,0,300,,1200,0,0,0,0,0.153861386,0.246138614,0,0,1,50,50,0.416640507
10.1016/j.chempr.2022.02.003,Peoples R China,Xiamen Univ,CHEM,25.832,6/29/2022,6,205,0.029268293,Se,Ru,None,None,C-RuO 2 -RuSe-10-350,66.95350435,33.04649565,0,0,180,720,0,1,0,0,350,,600,0,0,0,0,0.153861386,0.246138614,0,0,1,10,30.6843,0.46686762
10.1021/acsaem.2c00551,South Korea,Ewha Womans Univ,ACS APPLIED ENERGY MATERIALS,6.959,7/10/2022,1,194,0.005154639,Ir,Sr,None,None,SrIrO3 NFs,50,50,0,0,25,900,1,0,0,0,700,5.8,20,0,0,0,0,0.56588,0,0,0,1,20,5.55555555,1.255272505
10.1016/j.jre.2022.01.013,Peoples R China,Inner Mongolia Normal Univ,JOURNAL OF RARE EARTHS,3.712,6/24/2022,2,210,0.00952381,Ir,Ce,None,None,Ir3CeOx,75,25,0,0,160,30,1,0,1,0,25,0,0,0,0,0,0,0.030141146,0.377502164,0,0,1,10,100,-1.522878745
10.1016/j.apcatb.2022.121579,Peoples R China,China Univ Geosci,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,6/22/2022,1,212,0.004716981,Ir,Sr,Ce,None,4CeO2@SrIrO3,48.09165638,48.09165638,3.816687237,0,90,30,1,0,0,0,400,,120,0,0,0,0,0.226,0,0,0,1,10,50,0.033423755
10.3390/catal9040318,South Africa,Univ Western Cape,CATALYSTS,4.501,5/27/2019,22,1334,0.016491754,Na,Ir,None,None,IH_IrO2_350 °C_1:10,98.81626351,1.18373649,0,0,25,30,1,0,0,0,350,,120,0,0,0,0,0.45,0,0,0,1,10,3,1.10002573
10.3390/catal9040318,South Africa,Univ Western Cape,CATALYSTS,4.501,5/27/2019,22,1334,0.016491754,Na,Ir,None,None,IH_IrO2_400 °C_1:10,98.81626351,1.18373649,0,0,25,30,1,0,0,0,400,,120,0,0,0,0,0.45,0,0,0,1,10,3,1.044931546
10.1039/D2TA03527H,Peoples R China,China Univ Petr East China,JOURNAL OF MATERIALS CHEMISTRY A,14.511,7/24/2022,0,180,0,Ru,Zn,None,None,E-Zn-RuO2,51.56761816,48.43238184,0,0,25,1440,1,0,0,0,300,10,240,0,0,0,0,0.353681828,0,0,0,1,10,1.03293,1.2219356
10.1039/D2TA03527H,Peoples R China,China Univ Petr East China,JOURNAL OF MATERIALS CHEMISTRY A,14.511,7/24/2022,0,180,0,Ru,Zn,None,None,C-Zn-RuO2,51.56761816,48.43238184,0,0,25,1440,1,0,0,0,300,10,240,0,0,0,1,0.353681828,0,0,0,1,10,0.35471,2.345118765
10.1016/j.xcrp.2020.100260,South Korea,Korea Univ,CELL REPORTS PHYSICAL SCIENCE,7.832,7/1/2021,10,568,0.017605634,Cu,Ir,Co,None,Co- d - IrCu ONC,50,25,25,0,270,30,0,0,1,0,25,0,0,0,0,1,1,0.023324675,0.236415584,0,0,0.1,10,7.88786,1.105510185
10.1016/j.xcrp.2020.100260,South Korea,Korea Univ,CELL REPORTS PHYSICAL SCIENCE,7.832,7/1/2021,10,568,0.017605634,Cu,Mn,Ir,None,Mn- d - IrCu ONC,40,40,20,0,280,180,0,0,1,0,25,0,0,0,0,1,1,0.022962963,0.162222222,0,0,0.1,10,12,0.788168371
10.1016/j.xcrp.2020.100260,South Korea,Korea Univ,CELL REPORTS PHYSICAL SCIENCE,7.832,7/1/2021,10,568,0.017605634,Cu,Zn,Ir,None,Zn- d - IrCu ONC,40,40,20,0,280,90,0,0,1,0,25,0,0,0,0,1,1,0.024587156,0.158899083,0,0,0.1,10,12,0.685741739
10.1002/celc.201901037,Peoples R China,East China Univ Sci & Technol,CHEMELECTROCHEM,4.782,10/4/2019,9,1204,0.007475083,Ir,Mn,Co,None,IrO2/Mn-Co(1:1)-Bir,40,30,30,0,220,720,0,0,0,0,400,,360,0,0,0,0,0.2,0,0,0,0.1,100,13.88888889,1.432809005
10.1002/celc.201901037,Peoples R China,East China Univ Sci & Technol,CHEMELECTROCHEM,4.782,10/4/2019,9,1204,0.007475083,Ir,Mn,Co,None,IrO2/Mn-Co(2:1)-Bir,40,40,20,0,220,720,0,0,0,0,400,,360,0,0,0,0,0.2,0,0,0,0.1,100,13.88888889,1.120244796
10.1093/nsr/nwaa058,Peoples R China,Soochow Univ,NATIONAL SCIENCE REVIEW,23.178,10/9/2020,30,833,0.036014406,Ir,None,None,None,surfactant-free Ir-NSs,100,0,0,0,100,300,0,0,1,0,25,0,0,0,0,0,0,0.015286624,0.093903547,0,0,1,10,10,0.707570176
10.1039/C9SC00496C,Japan,Kyoto Univ,CHEMICAL SCIENCE,9.969,6/4/2019,32,1326,0.02413273,Ru,Au,None,None,Au0.3Ru0.7,70,30,0,0,190,10,1,0,1,0,25,0,0,0,0,0,0,0.04,0.16,0,0,0.1,2.5,1,1.977723605
10.1016/j.electacta.2021.138885,South Korea,Gwangju Inst Sci & Technol,ELECTROCHIMICA ACTA,7.336,8/18/2021,5,520,0.009615385,Na,Ru,None,None,,99.29313929,0.706860707,0,0,25,,1,0,0,0,350,,30,0,0,0,0,0.1,0,0,0,0.1,10,6,0.806179974
10.1016/j.electacta.2021.138885,NaN,NaN,ELECTROCHIMICA ACTA,7.336,7/16/2021,5,553,0.009041591,Na,Ru,None,None,,99.29313929,0.706860707,0,0,25,,1,0,0,0,400,,30,0,0,0,0,0.1,0,0,0,0.1,10,6,0.851869601
10.1016/j.electacta.2021.138885,South Korea,Gwangju Inst Sci & Technol,ELECTROCHIMICA ACTA,7.336,8/18/2021,5,520,0.009615385,Na,Ru,None,None,,99.29313929,0.706860707,0,0,25,,1,0,0,0,450,,30,0,0,0,0,0.1,0,0,0,0.1,10,6,0.758154622
10.1016/j.electacta.2021.138885,South Korea,Gwangju Inst Sci & Technol,ELECTROCHIMICA ACTA,7.336,8/18/2021,5,520,0.009615385,Na,Ru,None,None,,99.29313929,0.706860707,0,0,25,,1,0,0,0,500,,30,0,0,0,0,0.1,0,0,0,0.1,10,6,1.120902818
10.1016/j.cej.2022.138471,South Korea,Jeonbuk Natl Univ,CHEMICAL ENGINEERING JOURNAL,16.744,10/12/2022,4,100,0.04,N,Co,None,None,Co3O4@rGO,80,20,0,0,180,240,0,0,0,0,25,0,0,0,0,0,0,3,0,0,1,1,10,8,1.070037867
10.1016/j.cej.2022.138471,South Korea,Jeonbuk Natl Univ,CHEMICAL ENGINEERING JOURNAL,16.744,10/12/2022,4,100,0.04,S,Co,None,None,Co3S4@rGO,66.66666667,33.33333333,0,0,180,240,0,0,0,0,25,0,0,0,0,0,0,3,0,0,1,1,10,8,0.85308953
10.1007/s12274-022-5240-3,Peoples R China,Zhejiang Univ,NANO RESEARCH,10.269,6/24/2022,0,210,0,B,N,Ir,None,IrO2/h-BN,47.94890796,47.94890796,4.102184082,0,200,1200,0,0,0,0,380,,1440,0,0,0,0,0.08,0.12,1,0,1,10,5,0.832508913
10.1007/s12678-022-00798-4,South Africa,Univ Western Cape,ELECTROCATALYSIS,2.933,1/15/2023,0,5,0,Ru,None,None,None,RuO2,100,0,0,0,25,30,1,0,0,0,350,,120,0,0,0,1,0.6,0,0,0,1,10,44.07006,0.1430148
10.1007/s12678-022-00798-4,South Africa,Univ Western Cape,ELECTROCATALYSIS,2.933,1/15/2023,0,5,0,Ru,Ni,None,None,Ru0.95Ni0.05Ox,95,5,0,0,25,30,1,0,0,0,350,,120,0,0,0,1,0.6,0,0,0,1,10,58.17982,0.053078443
10.1007/s12678-022-00798-4,South Africa,Univ Western Cape,ELECTROCATALYSIS,2.933,1/15/2023,0,5,0,Ru,Ni,None,None,Ru0.9Ni0.1Ox,90,10,0,0,25,30,1,0,0,0,350,,120,0,0,0,1,0.6,0,0,0,1,10,110.28953,-0.455931956
10.1007/s12678-022-00798-4,South Africa,Univ Western Cape,ELECTROCATALYSIS,2.933,1/15/2023,0,5,0,Ru,Ni,None,None,Ru0.85Ni0.15Ox,85,15,0,0,25,30,1,0,0,0,350,,120,0,0,0,1,0.6,0,0,0,1,10,24.25341,0.283301229
10.1007/s12678-022-00798-4,South Africa,Univ Western Cape,ELECTROCATALYSIS,2.933,1/15/2023,0,5,0,Ru,Ni,None,None,Ru0.8Ni0.2Ox,80,20,0,0,25,30,1,0,0,0,350,,120,0,0,0,1,0.6,0,0,0,1,10,18.46782,0.382017043
10.1016/j.nanoen.2022.107960,Peoples R China,Northwestern Polytech Univ,NANO ENERGY,19.069,12/31/2022,1,20,0.05,Ce,Ir,None,None,IrOx/CeO2-0.6,62.5,37.5,0,0,25,360,1,0,0,0,350,3,360,0,0,0,0,0.56,0,0,1,1,10,300,-2.01
10.1002/anie.202212341,Peoples R China,Chinese Acad Sci,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,12/11/2022,0,40,0,Nb,Ir,None,None,Ir/Nb2O5-X,79.35066045,20.64933955,0,0,160,180,1,0,1,0,300,,300,0,0,0,0,0.178,0.178,0,0,1,10,106.285,0.045322979
10.1021/acssuschemeng.2c05377,Peoples R China,Qingdao Univ Sci & Technol,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,12/4/2022,0,47,0,Co,Ir,None,None,IrO2@Ir/Co3O4,72.97924865,27.02075135,0,0,50,30,1,0,0,0,450,,240,0,0,0,0,0.2,0.2,0,0,0.1,10,7,1.453624074
10.1021/acssuschemeng.2c05377,Peoples R China,Qingdao Univ Sci & Technol,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,12/4/2022,0,47,0,Co,Ir,None,None,IrO2/Co3O4,72.97924865,27.02075135,0,0,50,30,1,0,0,0,650,,240,0,0,0,0,0.2,0.2,0,0,0.1,10,2.2,2.102021857
10.1016/j.electacta.2022.141199,Peoples R China,Tianjin Univ,ELECTROCHIMICA ACTA,7.336,10/5/2022,0,107,0,Co,Ir,None,None,Ir0.16Co0.84Ox,76.0784264,23.9215736,0,0,25,240,1,1,0,0,400,,360,0,0,0,0,0.2,0,0,0,0.1,10,8,0.896526217
10.1039/d2dt02781j,Peoples R China,Taiyuan Univ Technol,DALTON TRANSACTIONS,4.569,11/13/2022,0,68,0,Ru,None,None,None,RuO2/NH3-400,100,0,0,0,25,1440,1,0,0,0,300,,120,0,0,0,0,1.32,1.68,0,1,1,10,27.5,0.411619706
10.1021/acsenergylett.2c01683,Peoples R China,Univ Sci & Technol China,ACS ENERGY LETTERS,23.991,11/26/2022,0,55,0,Ca,Ir,Y,None,0.2Y,66.66666667,26.66666667,6.666666667,0,150,480,1,0,1,0,700,,360,0,0,0,0,0.283,0,0,0,2,10,178,-1.698970004
10.1016/j.apsusc.2022.154727,Peoples R China,Jilin Normal Univ,APPLIED SURFACE SCIENCE,7.392,10/13/2022,0,99,0,Sr,Ru,Ir,None,SrRu0.75Ir0.25O3,50,37.5,12.5,0,150,720,0,0,1,0,700,2,180,0,0,0,1,4.95148711,0,0,0,1,10,11.42429,1.269512944
10.1016/j.apsusc.2022.154727,Peoples R China,Jilin Normal Univ,APPLIED SURFACE SCIENCE,7.392,10/13/2022,0,99,0,Sr,Ru,Ir,None,SrRu0.5Ir0.5O3,50,25,25,0,150,720,0,0,1,0,700,2,180,0,0,0,1,4.95148711,0,0,0,1,10,50.02643,-0.060480747
10.1016/j.apsusc.2022.154727,Peoples R China,Jilin Normal Univ,APPLIED SURFACE SCIENCE,7.392,10/13/2022,0,99,0,Sr,Ir,Ru,None,SrRu0.25Ir0.75O3,50,37.5,12.5,0,150,720,0,0,1,0,700,2,180,0,0,0,1,4.95148711,0,0,0,1,10,44.77068,0.271841607
10.1007/s12274-022-4807-3,Peoples R China,Zhengzhou Univ,NANO RESEARCH,10.269,9/14/2022,0,128,0,Ir,Cr,None,None,E-IrO2/Ir,80,20,0,0,60,30,1,0,0,0,400,,120,0,0,0,0,0.8,1.6,0,1,0.1,10,70,-0.22184875
10.1021/acs.nanolett.2c01777,Peoples R China,Univ Sci & Technol China,NANO LETTERS,12.262,9/8/2022,0,134,0,Ca,Ir,None,None,Ca2-xIrO4,91.99101431,8.008985691,0,0,150,480,1,0,0,0,700,1.7,360,0,0,0,0,0.283,0,0,0,2,10,300,-0.552841969
10.1016/j.apcatb.2022.121884,Peoples R China,Chongqing Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,9/23/2022,0,119,0,Pb,Ru,None,None,Pb 2 [Ru 2−x Pb x ]O 7–δ-350,51.6209332,48.3790668,0,0,40,180,1,0,0,0,350,,480,0,0,0,1,0.3,0,0,0,0.1,0.1,150,-0.075720714
10.1021/acssuschemeng.2c02684,Peoples R China,Qingdao Univ Sci & Technol,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,8/22/2022,0,151,0,Nd,Ir,None,None,Nd 6 Ir 2 O 13 -1200,66.66666667,33.33333333,0,0,25,30,1,0,0,1,1200,,240,0,0,0,0,0.4,0,0,0,0.1,10,19.44444444,0.586587305
10.1002/smtd.202200636,Peoples R China,Sun Yat Sen Univ,SMALL METHODS,15.367,7/30/2022,1,174,0.005747126,Ru,None,None,None,RuO2,100,0,0,0,25,5760,0,0,1,0,500,,60,0,0,0,0,0.2,0,0,0,1,10,20,0.371067862
10.1002/smtd.202200636,Peoples R China,Sun Yat Sen Univ,SMALL METHODS,15.367,7/30/2022,1,174,0.005747126,Ru,Cr,None,None,Ru0.6Cr0.4O2,60,40,0,0,25,5760,0,0,1,0,500,,60,0,0,0,0,0.2,0,0,0,1,10,20,-1.15490196
10.1002/adma.202206351,Peoples R China,Hefei National Research Center for Physical Sciences at the Microscale,"Advanced materials (Deerfield Beach, Fla.)",32.086,1/9/2023,0,11,0,Ru,None,None,None,Ru@Ov-RuO2/C HMS,100,0,0,0,25,30,1,0,0,0,200,,180,0,0,0,0,0.28,0,0,0,1,10,15,0.356025857
10.1002/adma.202206351,Peoples R China,Hefei National Research Center for Physical Sciences at the Microscale,"Advanced materials (Deerfield Beach, Fla.)",32.086,1/9/2023,0,11,0,Ru,None,None,None,Ru@Ov-RuO2/C HMS,100,0,0,0,25,30,1,0,0,0,200,,180,0,0,0,0,0.28,0,0,0,0.1,10,15,-0.638272164
10.1002/adma.202208539,Peoples R China,State Key Laboratory of Inorganic Synthesis and Preparative Chemistry,"Advanced materials (Deerfield Beach, Fla.)",32.086,1/3/2023,0,17,0,Sr,Ir,None,None,γ-SIO-1,98.41565704,1.584342964,0,0,180,720,0,0,1,0,500,3,360,0,0,0,1,0.56,0,0,0,0.1,10,1000,-1.602059991
10.1002/adma.202206351,Peoples R China,Hefei National Research Center for Physical Sciences at the Microscale,"Advanced materials (Deerfield Beach, Fla.)",32.086,1/9/2023,0,11,0,Ir,W,Sn,None,Ir0.7W0.2Sn0.1Ox,70,20,10,0,50,480,0,0,1,0,500,,60,0,0,0,0,0.3,0,0,1,1,500,220,-0.638272164
10.1002/adma.202206351,Peoples R China,Hefei National Research Center for Physical Sciences at the Microscale,"Advanced materials (Deerfield Beach, Fla.)",32.086,1/9/2023,0,11,0,Ir,W,Sn,None,Ir0.7W0.2Sn0.1Ox,70,20,10,0,50,480,0,0,1,0,500,,60,0,0,0,0,0.3,0,0,1,1,1000,220,-0.48148606
10.1038/s41467-022-35426-8,Peoples R China,Shanghai Key Laboratory for R&D and Application of Metallic Functional Materials,Nature communications,17.694,12/16/2022,0,35,0,Na,Co,Ir,None,Ir-Co3O4,80.29239278,18.76914974,0.938457487,0,25,120,0,0,0,1,350,5,360,0,0,0,0,0.255,0,0,0,1,10,30,1.014100322
